Pdf url,Case title,Jurisdiction of Origin,UNCAC Offenses Implicated,Money laundering Implicated,Legal Basis for Asset Recovery,Contributing Factors in Asset Recovery,Case Summary,Disposition of Criminal Case(s)
https://star.worldbank.org/corruption-cases/printpdf/18465,"Arafat ""Koko"" Rahman (United States)",Bangladesh,Art.16Art.18Art.23,Yes,Non-Conviction Based Confiscation,"Criminal conviction in Bangladesh, US foreign bribery case settlement with Siemens and subsequent non-conviction based asset forfeiture action against proceeds located in Singapore; also, as noted by the law firm Edwards Wildman, ""We understand that Mr Rahman?s conviction appears to have been partially based on the offence of illicit enrichment, the usual method of enforcement through the mutual legal assistance procedure was not available in Singapore. Illicit enrichment is an offence in some countries where a public official gains a significant increase in his assets which he/she cannot reasonably explain in relation to his/her lawful income. This is a crime that is generally not considered punishable in many countries like the UK and Singapore, making enforcement of a confiscation order based on such an offence complicated. Further, Singapore does not have a (non-conviction based) civil forfeiture procedure. Despite these hurdles, Singapore was nevertheless able to return the funds in the Fairhill account by using a legal tool called the ?disposal inquiry? mechanism. It would be prudent to add that one suspects that this particular mechanism was only viable because of the specific facts of this case."" (Source: Antonio Suarez-Martines, ""Civil forfeiture without borders: Bangladesh shows that where there?s political will there?s a way,"" Edwards Wildman, September 9, 2013.)","According to the Anti-Corruption Commission of Bangladesh, the U.S. and Bangladesh were engaged in joint efforts to recover Mr. Rahman's bribery proceeds held in Singaporean bank accounts.  (Source: Anti-Corruption Commission of Bangladesh, ""US, Bangladesh joint effort to retrieve Coco 'bribes',"" News Updates - Jan 2009.)  According to the Daily Star, between November 2012 through August 2013, Singapore returned $2,661,070 to Bangladesh in confiscated assets and accrued interest.  (Source:  Daily Star, ""S'Pore returns Tk. 7.4 cr more,"" August 28, 2013.)  In January 2009, the US Department of Justice had filed a civil asset forfeiture complaint against assets held in three Singapore bank accounts that the Department of Justice had alleged were bribery proceeds in violation of the Foreign Corrupt Practices Act. (Source: U.S. v. All Assets Held in the Name of Zasz Trading and Consulting PTE Ltd., et. al, Case No. 1:09-cv-00021-JDB (D.D.C.), Amended Complaint for Forfeiture In Rem, filed August 21, 2009.)   On April 7, 2010, the U.S. District Court for the District of Columbia granted a Default Judgment and Judgment of Forfeiture against the following: (1) all assets held in the name of ZASZ Trading and Consulting Pte Ltd., account number 352-015-540-4 (formerly 1093101397) held at the United Overseas Bank, Singapore and any properties traceable thereto; (2) up to and including $762,000 plus interest of the assets held in the name of Zulfikar Ali, account number 0174053746 at Standard Chartered Bank, Singapore and any property traceable thereto; and (3) up to and including $226,249 plus interest of the assets held in the name of Fazel Selim, account number 0174001770 at Standard Chartered Bank, Singapore and any property traceable thereto. (Source: U.S. v. All Assets Held in the Name of Zasz Trading and Consulting PTE Ltd., et. al, Case No. 1:09-cv-00021-JDB (D.D.C.), Memorandum Opinion and Order of Default Judgment and Judgment of Forfeiture, filed April 7, 2010.)  ","According to the Press Trust of India, on June 23, 2011, Mr. Rahman was sentenced following his conviction in absentia on corruption charges. (Source: Press Trust of India, ""Former Bangladeshi premier Khaleda Zia's younger son jailed for bribery,"" June 23, 2011.) According to the Daily Star, on April 27, 2011, Mr. Rahman's lawyers filed a petition to have his criminal case dismissed, pursuant to a February 9 ruling by the Bangladesh Supreme Court that acts committed before the passage of the Money Laundering Prevention Act of 2009 cannot be tried under it. The article stated that the Anti-Corruption Commission of Bangladesh would take action after scrutinizing the Supreme Court's decision and the relevant laws. (Source: The Daily Star, ""Koko's lawyers for withdrawal of case,"" April 28, 2011, accessed at http://www.thedailystar.net/newDesign/news-details.php?nid=183469.) The trial had begun in Bangladesh in January 2011; he was being tried in absentia. (Source: BDCAN, ""Trial of Arafat Rahman begins,"" January 5, 2011)."
https://star.worldbank.org/corruption-cases/printpdf/18462,"Ao Man Long (Hong Kong SAR, China)",,Art.16Art.18Art.19Art.20Art.23,Yes,Private Civil Action,The discrepancy between asset declarations filed by Mr. Ao and his wife as public officials and their assets was used as evidence against them. Search of Mr. Ao's government-provided residence yielded a notebook containing details of his illegal bank accounts. (Source: Statements by the Commission Against Corruption in Macao SAR posted on its website.),"According to a public statement by the Macau Public Prosecution Office, US$56,755,400 has been recovered from Hong Kong SAR from bank accounts held in the names of inidividuals and companies of Mr. Ao and his family members. (Source: ""The Public Prosecution Office https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.18https://star.worldbank.org/corruption-cases/articleglossary/#Art.19https://star.worldbank.org/corruption-cases/articleglossary/#Art.20https://star.worldbank.org/corruption-cases/articleglossary/#Art.23has retrieved over HK$80,000,000 for the Macao SAR in the Ao Man Long case,"" December 15, 2014, at http://www.mp.gov.mo/en/news/2014/news20141215en.pdf) According to Professor Simon N. M. Young of Hong Kong University Law School, due to an absence of a Mutual Legal Assistance Treaty between Macao and Hong Kong, Macao filed a civil suit to recover Mr. Ao's illicit assets from Hong Kong, SAR. (Source: Simon N.M. Young, ""Why civil actions against corruption,"" Journal of Financial Crime, Vol. 16, No. 2 (2009), pp. 144-159.) Commission Against Corruption in Macao SAR stated on its website (February 5, 2009) that the Hong Kong High Court held the first hearing on February 4, 2009 concerning the recovery of the bribe money - HKD140 million deposited in 39 bank accounts and HKD80 million cash in different currencies kept in a safety deposit box. (Source: http://www.ccac.org.mo/en/) According to Macau News, in February 2009, the Hong Kong Court of First Instance Madame Justice Carlye Chu Fun-ling granted a judgment as part of the confiscation order sought by Macau's government to recover assets Mr. Ao and his relatives had retained in Hong Kong. (Source: Macau News, """"Former Macau's secretary of transport and public works Ao Man Long to face second trial next week,"" February 13, 2009.) Civil actions are private in Hong Kong, and therefore, a copy of the judgment is not publicly available. However, Hong Kong court decisions in the case initiated by Philip P.H. Wong, Kennedy, Y.H. Wong & Co. (a firm of solicitors) and Philip (Nominees) Limited challenging search warrants carried out by the Hong Kong's Independent Commission Against Corruption gives some insight into the Hong Kong authorities' role in the investigation of Mr. Ao's corporate entities formed through the corporate service provider. (Source: Between Philip P.H. Wong, Kennedy, Y.H. Wong & Co. (a firm of solicitors), Philip (Nominees) Limited and The Commissioner of the Independent Commission Against Corruption, CACV 4/2008 and CACV 272/2008, on appeal from HCAL No. 70 of 2007.)","According to statements by the Commission Against Corruption in Macao SAR, Mr. Ao was tried and convicted by the Macao Court of Final Appeal in two separate trials that ended in January 2008 and April 2009, respectively. (Sources: Commission Against Corruption in Macao SAR, ""What's New - Detected Cases,"" June 4, 2008 and ""What's New - Detected Cases,"" April 22, 2009.)"
https://star.worldbank.org/corruption-cases/printpdf/18464,"Arafat ""koko"" Rahman (Singapore)",Bangladesh,Art.16Art.18Art.23,Yes,Actions Initiated by Foreign Jurisdiction,"Criminal conviction in Bangladesh, US foreign bribery case settlement with Siemens and subsequent non-conviction based asset forfeiture action against proceeds located in Singapore; also, as noted by the law firm Edwards Wildman, ""We understand that Mr Rahman?s conviction appears to have been partially based on the offence of illicit enrichment, the usual method of enforcement through the mutual legal assistance procedure was not available in Singapore. Illicit enrichment is an offence in some countries where a public official gains a significant increase in his assets which he/she cannot reasonably explain in relation to his/her lawful income. This is a crime that is generally not considered punishable in many countries like the UK and Singapore, making enforcement of a confiscation order based on such an offence complicated. Further, Singapore does not have a (non-conviction based) civil forfeiture procedure. Despite these hurdles, Singapore was nevertheless able to return the funds in the Fairhill account by using a legal tool called the ?disposal inquiry? mechanism. It would be prudent to add that one suspects that this particular mechanism was only viable because of the specific facts of this case."" (Source: Antonio Suarez-Martines, ""Civil forfeiture without borders: Bangladesh shows that where there?s political will there?s a way,"" Edwards Wildman, September 9, 2013.) https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.18https://star.worldbank.org/corruption-cases/articleglossary/#Art.23","According to the Anti-Corruption Commission of Bangladesh, the U.S. and Bangladesh were engaged in joint efforts to recover Mr. Rahman's alleged bribery proceeds held in Singaporean bank accounts.  (Source: Anti-Corruption Commission of Bangladesh, ""US, Bangladesh joint effort to retrieve Coco 'bribes',"" News Updates - Jan 2009.)  According to the Daily Star, between November 2012 through August 2013, Singapore returned $2,661,070 to Bangladesh in confiscated assets and accrued interest.  (Source:  Daily Star, ""S'Pore returns Tk. 7.4 cr more,"" August 28, 2013.)  A December 19, 2008 press report, the Anti-corruption Commission of Bangladesh had initiated an inquiry into alleged corruption proceeds held by Mr. Rahman in Singapore, and that Singapore had temporarily frozen S $2,061,093 and U.S. $261,477 in transactions by Mr. Rahman.  (Source: ""Singapore freezes Tk 11.6 cr of Koko: ACC begins probe,"" Priyo.com, December 19, 2008.)   The civil asset forfeiture complaint filed by the United States Government, in U.S. v. All Assets Held in the name of ZASZ Trading & Consulting Pte Ltd., had alleged that ZASZ is a Singapore company created at the direction of Mr. Rahman by Lim Siew Cheng of Henry Noon & Co Management Consultants firm, which also allegedly established Mr. Rahman's account at United Overseas Bank at the instruction of Mr. Rahman in 2004.  (Source:  U.S. v. All Assets Held in the Name of Zasz Trading and Consulting PTE Ltd., et. al, Case No. 1:09-cv-00021-JDB (D.D.C.), Amended Complaint for Forfeiture In Rem, Filed on August 21, 2009.  See also, case entry on asset recovery efforts by the United States.)  Singapore's Today Online reported that Mr. Lim Siew Cheng was fined on January 3, 2011 for his failure to inform authorities that the money he had been dealing with could have been obtained from criminal activity. (Source: Alkhatib, Shaffiq.  ""MD fined over suspect cash in bank accounts."" Today Online, Jan. 4, 2011, accessed at http://www.todayonline.com/Print/Singapore/EDC110104-0000173/MD-fined-ov....)  ","According to the Press Trust of India, on June 23, 2011, Mr. Rahman was sentenced following his conviction in absentia on corruption charges. (Source: Press Trust of India, ""Former Bangladeshi premier Khaleda Zia's younger son jailed for bribery,"" June 23, 2011.) According to the Daily Star, on April 27, 2011, Mr. Rahman's lawyers filed a petition to have his criminal case dismissed, pursuant to a February 9 ruling by the Bangladesh Supreme Court that acts committed before the passage of the Money Laundering Prevention Act of 2009 cannot be tried under it. The article stated that the Anti-Corruption Commission of Bangladesh would take action after scrutinizing the Supreme Court's decision and the relevant laws. (Source: The Daily Star, ""Koko's lawyers for withdrawal of case,"" April 28, 2011, accessed at http://www.thedailystar.net/newDesign/news-details.php?nid=183469.) The trial had begun in Bangladesh in January 2011; he was being tried in absentia. (Source: BDCAN, ""Trial of Arafat Rahman begins,"" January 5, 2011)."
https://star.worldbank.org/corruption-cases/printpdf/18461,Angolagate,,Art.16Art.23,Yes,Other,"A monitoring solution for repatriated assets, involving Swiss bilateral aid channels was agreed upon with the administrative costs and fiduciary responsibilities borne by the Swiss Agency for Development and Cooperation (SDC) and implementation unit comprised of SDC and Angolan representatives (Source: Ann Lugon-Moulin, ""Asset Recovery: Concrete Challenges for Development Assistance,"" in Mark Pieth, ed., Recovering Stolen Assets (Peter Lang, 2008).","On December 17, 2012, the Swiss Federal Department of Foreign Affairs announced that Switzerland and Angola signed an agreement, whereby Switzerland will return $43 million (SFr39.5 million) in frozen assets to Angola. According to the press release from the Swiss Agency for Development and Cooperation, the backdrop to the restitution are judicial proceedings of the Geneva judicial authorities regarding alleged money laundering, which at the end of 2008 led to the confiscation of the assets now to be restituted. The money will be used to fund development projects that directly benefit the population of Angola. (Source: Swiss Agency for Development and Cooperation Press Release, December 17, 2012.)  According to the terms of the agreement, Switzerland and Angola will implement the agreement jointly. The Swiss Agency for Development and Cooperation (SDC) will be responsible for its implementation on behalf of Switzerland, and the funds will benefit similar purposes as the first asset return. (Source:  Gretta Fenner Zinkernagel and Kodjo Attisso, International Centre for Asset Recovery, ?Returning Stolen Assets - Learning from past  In 2005, Switzerland and Angola signed an agreement to return $21 million to Angola. The funds were allocated to humanitarian projects in Angola, and monitored by the Swiss Development and Co-operation Agency (which is part of the Swiss Ministry of Foreign Affairs). Eligible projects include reconstruction, health and sanitation units, improvement of public utilities and assistance to displaced populations. (Source: Paul Gully Hart, ""International asset recovery of corruption-related assets: Switzerland,"" in Mark Pieth ed., Recovering Stolen Assets (2008). According to the Social and Humanitarian Programme's website, $4.2 million had been allocated for vocational training in two provinces and other (unspecified) sums for a mine clearance project and agricultural development. (Source: SHP Programme, ""The reached results so far,"" accessed at http://www.psh-angola.net/en/Home/Projects.). Please see also, Swiss Federal Department of Foreign Affairs, ""Angolan-Swiss Socio-humanitarian Programme (SHP): Priorities,"" at http://www.ddc.admin.ch/en/Home/Countries/Eastern_and_Central_Africa/Ang...",
https://star.worldbank.org/corruption-cases/printpdf/18459,Jorge Juan Torres / Bermuda Account,Mexico,,,,Ongoing Case,"https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.17https://star.worldbank.org/corruption-cases/articleglossary/#Art.19https://star.worldbank.org/corruption-cases/articleglossary/#Art.20https://star.worldbank.org/corruption-cases/articleglossary/#Art.23See also related case, Hector Javier Villarreal Hernandez (United States and Bermuda).   In September 2013, the US Government filed a civil asset forfeiture complaint against Old Mutual of Bermuda, Ltd. Contract Number CX4011696 in Bermuda which it alleged constituted proceeds of corruption while Mr. Torres was serving in various government posts including as interm Governor of Coahuila state, Mexico.  In October 2013, the warrant for arrest in rem was executed by the Bermuda Police Service.  In March 2014, Mr. Torres and his wife filed an Answer to the complaint, not denying his government employment but denying allegations including that his government positions as sole source of income.  On August 3, 2015, a Default Judgment was entered against the assets in favor of the United States.  (Sources:  US v. All Funds on Deposit at Old Mutual of Bermuda, Ltd. Contract Number CX4011696 in Bermuda, Case No. 13-cv-00294 (S.D. Tex), Verified Complaint for Civil Forfeiture in Rem filed September 24, 2013; Executed Warrant of Arrest in Rem filed October 29, 2013; Answer (by Torres) filed March 28, 2014 and Order of Default Judgment of August 3, 2015.",
https://star.worldbank.org/corruption-cases/printpdf/18452,Alain Gagnon / Archive Case,Canada,Art.17,No,,"Mr. Gagnon pleaded guilty and as part of his plea agreement, he assigned his property to the victim, namely Her Majesty the Queen in Right of Canada. In addition, when served with the Canadian restitution order, the U.S. investment firms liquidated his accounts and voluntarily remitted the funds to the Canadian agency. (Source: In re: Restraint of All Assets Held in the Name of Alain Gagnon In, etc. Case No. 1:08-mc-00260-PLF (D.D.C.), Official Supplemental Request by Canada to the United States of America, document 6-1 filed on April 13, 2009.)","As part of his 2008 plea agreement, Mr. Gagnon assigned his property to the victim, namely Her Majesty the Queen in Right of Canada, by executing a ""Deed of Assignment."" The properties included funds held in the U.S. in accounts under his name with the firm Options Express in Chicago, FX Solutions in New Jersey, and Forex Capital Markets in New York. On April 28, 2008, the U.S. District Court for the District of Columbia acted upon the January 4, 2008 Request for Assistance by the Canadian court and ordered those funds to be restrained. https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.17Upon being served with the Canadian Order, however, the law firm acting on behalf of FX Solutions issued a check payable to the Receiver General for Canada in the amount of CAD $46,828.04. In October 2008, the Public Works and Government Services' Legal Counsel and case agents followed up with Forex Capital Markets and Options Express; each of the firms liquidated the accounts and remitted to the Public Works and Government Services all of the money in the investment accounts: $19,533.40 by Forex Capital and $50,931.68 by Options Express. (Source: In re: Restraint of All Assets Held in the Name of Alain Gagnon In, etc. Case No. 1:08-mc-00260-PLF (D.D.C.), Official Supplemental Request by Canada to the United States of America, document 6-1 filed on April 13, 2009 which also includes an official translation of the Order of Restitution and Order to Revoke Restraining Order in Director of Criminal and Penal Prosecutions v. Alain Gagnon, Respondent and Her Majesty the Queen in the Right of Canada, FX Solutions, FOREX Capital Markers, Mis-en-case, No. 550-01-030814-075, 550-26-000342-070, Court of Quebec, Criminal and Penal Division, Province of Quebec, District of Hull, signed on August 21, 2008).","On August 21, 2008, Mr. Gagnon pleaded guilty to fraud and breach of trust by a public officer, and sentenced in November 2008. He had been charged by the Director of Criminal and Penal Prosecutions in the Province of Quebec (Canada) of fraud, breach of trust by a public officer and laundering proceeds of crime. (Source: In re: Restraint of All Assets Held in the Name of Alain Gagnon In, etc. Case No. 1:08-mc-00260-PLF (D.D.C.), Official Supplemental Request by Canada to the United States of America, document 6-1 filed on April 13, 2009.)"
https://star.worldbank.org/corruption-cases/printpdf/18456,Alfonso Portillo (Switzerland),Guatemala,Art.16Art.23,Yes,Unknown,Ongoing Case,"As part of his plea agreement, Mr. Portillo admitted that while serving as President of Guatemala, he had received US$2.5 million from the government of China, Taiwan purportedly for the ""Libraries for Peace"" project but was in exchange for Guatemala's continued recognition of China, Taiwan's sovereignty. (Source: US v. Portillo, Case No. 1:09-cr-01142-RPP (S.D.N.Y.), Judgment in a criminal case filed June 11, 2014 and US Government Sentencing Memorandum filed May 12, 2014.) The 2009 Indictment filed against Mr. Portillo by the U.S. Attorney's Office for the Southern District of New York had alleged that Mr. Portillo laundered the funds through bank accounts located in a number of jurisdictions, https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23including Switzerland. Two wire transfers were made in August 2004 (for $337,976.16 and 1,234,439.81 Euros) from accounts in France to accounts at Banco Audi Suisse S.A. in Switzerland held in the names of Mr. Portillo's former wife and daughter; in June 2005, a trust was established in Liechtenstein (the beneficiaries of which were Mr. Portillo's former wife and daughter) into which all the money maintained at the Banco Audi Suisse S.A. was transferred and thereafter, held in the name of the trust and two disbursements were made by the trust, in the sum of $8,000 to his daughter and $10,000 to his former wife in July 2006 and in September 2006, respectively, from the Banco Audi Suisse S.A. account. (Source: U.S. v. Portillo, Case No. 1:09-cr-01142-RPP (S.D.N.Y.), Indictment filed on December 1, 2009 and unsealed on January 25, 2010; Court Docket Report as of March 19, 2014.) As part of his judgment in the US criminal case, Mr. Portillo consented to and was sentenced to forfeit US$2.5 million to the U.S. representing criminal proceeds. (Source: US v. Portillo, Case No. 1:09-cr-01142-RPP (S.D.N.Y.), Judgment in a criminal case filed June 11, 2014.)","According to the US court records, Mr. Portillo pleaded guilty to one count of conspiracy to commit money laundering in the United States District Court for the Southern District of New York; in June 2014, he was sentenced to 70 months' imprisonment. (Source: US v. Portillo, Case No. 1:09-cr-01142-RPP (S.D.N.Y.), Judgment in a Criminal Case, filed June 11, 2014)"
https://star.worldbank.org/corruption-cases/printpdf/18455,Alexander Yakovlev and Vladimir Kuznetsov / United Nations Oil-for-Food Programme,United Nations,Art.16Art.23,Yes,Criminal Prosecution and Forfeiture; Criminal Fine,"In announcing Mr. Yakovlev's plea, Mr. David N. Kelley, then-United States Attorney for the Southern District of New York ""praised the investigative efforts of the Federal Bureau of Investigation. In addition, Mr. KELLEY thanked the United Nations Office of Investigative Oversight Services for its assistance in the investigation."" (Source: United States Attorney for the Southern District of New York, Press Release, ""Former U.N. Procurement Officer Pleads Guilty to Federal Charges Arising from His Receipt of Hundreds of Thousands of Dollars from Foreign Companies Doing Business with the U.N.,"" August 8, 2005.); United Nations sharing of information with United States Attorney's Office for the Southern District of New York and UN waiver of immunity for Mr. Yakovlev (Source: Opening statement by UN Chief of Staff Mark Malloch-Brown at a press conference on the Oil-for-Food programme (8 August 2005).","Former United Nations officials Vladimir Kuznetsov and Alexander Yakovlev were charged with corruption and money laundering in U.S. federal court for their respective roles in the United Nations Oil-for-Food Programme case. Mr. Kuznetsov was convicted of one count of money laundering following a jury trial in the U.S. District Court for Southern District of New York and ordered to pay a criminal fine of $73,671. He satisfied this judgment on November 18, 2008. His co-conspirator Alexander Yakovlev pleaded guilty in 2005 to three counts of wire fraud and money laundering. As part of his plea agreement, Mr. Yakovlev had agreed to forfeit $900,000 held in bank accounts in Liechtenstein. On December 22, 2010, the federal court for the Southern District of New York ordered the following accounts forfeited to the U.S. (pending any assertions of third-party claims): (1) Liechtensteinische Landesbank AG and LLB Treuhand AG, 9490 Vaduz, Accounts numbered 208.63898 and 213.042.67, in the name of Alexander Yakovlev or Olga Yakoleva; and (2) LLB AG and LLB Treuhand AG, 9490 Vaduz, Accounts numbered 212.440.51 and 213.036.32 in the name of Angelus Finance Ltd, for which Alexander Yakovlev is the financial beneficiary. On February 10, 2011, the court ented a Satisfaction of Forfeiture Money Judgment, noting that the accounts had been forfeited by the Principality of Liechtenstein. (Sources: U.S. v. Kuznetsov, Case No. 1:05-cr-00916-DAB (S.D.N.Y.), Judgment filed in a criminal case, filed October 19, 2007; U.S. v. Yakovlev, Case No. 1:05-cr-00819-DAB (S.D.N.Y.), Consent Order of Forfeiture filed on December 22, 2010; Satisfaction of Forfeiture Money Judgment, filed February 10, 2011.)","On December 22, 2010, Mr. Yakovlev was sentenced to two years' supervised release. (Source: US v. Yakovlev, Case No. 1:05-cr-00819-DAB (S.D.N.Y.), Judgment in a Criminal Case, filed on December 22, 2010.) His sentence followed a guilty plea on August 8, 2005 on three counts: conspiracy to commit wire fraud, wire fraud and conspiracy to commit money laundering. (Source: Id.) Mr. Kuznetsov was sentenced, on October 12, 2007, to 51 months' imprisonment and two years' supervised release. (Source: U.S. v. Kuznetsov, Case No. 1:05-cr-00916-DAB (S.D.N.Y.), Judgment filed in a criminal case, filed October 19, 2007.)"
https://star.worldbank.org/corruption-cases/printpdf/18454,Alexander Yakovlev and Vladimir Kuznetsov / United Nations Oil-for-Food Programme,United Nations,Art.16Art.23,Yes,Criminal Prosecution and Forfeiture; Criminal Fine,"In announcing Mr. Yakovlev's plea, Mr. David N. Kelley, then-United States Attorney for the Southern District of New York ""praised the investigative efforts of the Federal Bureau of Investigation. In addition, Mr. KELLEY thanked the United Nations Office of Investigative Oversight Services for its assistance in the investigation."" (Source: United States Attorney for the Southern District of New York, Press Release, ""Former U.N. Procurement Officer Pleads Guilty to Federal Charges Arising from His Receipt of Hundreds of Thousands of Dollars from Foreign Companies Doing Business with the U.N.,"" August 8, 2005.); United Nations sharing of information with United States Attorney's Office for the Southern District of New York and UN waiver of immunity for Mr. Yakovlev (Source: Opening statement by UN Chief of Staff Mark Malloch-Brown at a press conference on the Oil-for-Food programme (8 August 2005).","https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23Former United Nations officials Vladimir Kuznetsov and Alexander Yakovlev were charged with corruption and money laundering in U.S. federal court for their respective roles in the United Nations Oil-for-Food Programme case. Mr. Kuznetsov was convicted of one count of money laundering following a jury trial in the U.S. District Court for Southern District of New York and ordered to pay a criminal fine of $73,671. He satisfied this judgment on November 18, 2008. His co-conspirator Alexander Yakovlev pleaded guilty in 2005 to three counts of wire fraud and money laundering. As part of his plea agreement, Mr. Yakovlev had agreed to forfeit $900,000 held in bank accounts in Liechtenstein. On December 22, 2010, the federal court for the Southern District of New York ordered the following accounts forfeited to the U.S. (pending any assertions of third-party claims): (1) Liechtensteinische Landesbank AG and LLB Treuhand AG, 9490 Vaduz, Accounts numbered 208.63898 and 213.042.67, in the name of Alexander Yakovlev or Olga Yakoleva; and (2) LLB AG and LLB Treuhand AG, 9490 Vaduz, Accounts numbered 212.440.51 and 213.036.32 in the name of Angelus Finance Ltd, for which Alexander Yakovlev is the financial beneficiary. On February 10, 2011, the court ented a Satisfaction of Forfeiture Money Judgment, noting that the accounts had been forfeited by the Principality of Liechtenstein. (Sources: U.S. v. Kuznetsov, Case No. 1:05-cr-00916-DAB (S.D.N.Y.), Judgment filed in a criminal case, filed October 19, 2007; U.S. v. Yakovlev, Case No. 1:05-cr-00819-DAB (S.D.N.Y.), Consent Order of Forfeiture filed on December 22, 2010; Satisfaction of Forfeiture Money Judgment, filed February 10, 2011.)","On December 22, 2010, Mr. Yakovlev was sentenced to two years' supervised release. (Source: US v. Yakovlev, Case No. 1:05-cr-00819-DAB (S.D.N.Y.), Judgment in a Criminal Case, filed on December 22, 2010.) His sentence followed a guilty plea on August 8, 2005 on three counts: conspiracy to commit wire fraud, wire fraud and conspiracy to commit money laundering. (Source: Id.) Mr. Kuznetsov was sentenced, on October 12, 2007, to 51 months' imprisonment and two years' supervised release. (Source: U.S. v. Kuznetsov, Case No. 1:05-cr-00916-DAB (S.D.N.Y.), Judgment filed in a criminal case, filed October 19, 2007.)"
https://star.worldbank.org/corruption-cases/printpdf/18458,Aluminum Bahrain B.S.C. / Alcoa Case (Private Civil Action),Bahrain,Art.16Art.18Art.21,Yes,Private Civil Action,Private civil action resulted in settlement agreement.,"In October 2012, Alcoa Inc. announced that it had reached an $85 million settlement agreement with Aluminum Bahrain B.S.C. (""Alba""), a majority state owned enterprise to settle the civil suit that Alba had filed in 2008, in U.S. District Court for the Western District of Pennsylvania against the U.S. company and related parties. (Source: Aluminum Bahrain B.S.C. v. Alcoa, Inc., et al, Case No. 2:08-cv-00299-DWA (W.D. Pa.), Stipulation of Dismissal https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.18https://star.worldbank.org/corruption-cases/articleglossary/#Art.21with Prejudice, filed October 9, 2012; Alcoa Press Release, ""Alcoa and Alba Resolve Civil Litigation,"" October 9, 2012.) In 2009, it filed a similar suit in the Southern District of Texas against the Japanese company Sojitz Corporation and its U.S. affiliate, Sojitz Corporation of America. Alba alleged that the companies paid bribes to one or more senior officials of Alba and the Government of Bahrain in order to induce Alba to cede a controlling interest in that company to Alcoa and to overpay for alumina and in the Sojitz case, to secure below-market discounts on aluminum. In filing the civil Racketeer Influenced and Corrupt Organizations (RICO) suit against Alcoa, Alba sought damages in excess of $1 billion and in the Sojitz suit, $31 million in damages. According to Alcoa, the second of the two payments to Alba was completed in October 2013. (Source: Alcoa, Stakeholder Engagement, ""Committed to Ongoing, Transparent Engagement,"" http://www.alcoa.com/sustainability/en/info_page/community_stakeholder.asp, accessed on July 27, 2014.)",
